longitude,latitude,region,property_type,property_age,area_sqm,bedrooms,bathrooms,distance_to_center,floor,has_elevator,has_garden,has_parking,price,address
10.264512761726547,36.79886514982298,Ben Arous,Studio,39,54,5,3,0.96,7,False,False,True,156000,"6539 Smith Port, Ben Arous, Tunisia"
10.104246886005445,36.4490121972592,Zaghouan,Duplex,12,110,2,1,4.86,2,False,False,False,361000,"100 Hall Village Suite 456, Zaghouan, Tunisia"
10.211242602160693,36.84436299863552,Tunis,Villa,32,88,3,1,3.41,0,False,True,False,735000,"4529 Heather Orchard, Tunis, Tunisia"
9.920031528818491,37.31256371327704,Bizerte,House,30,52,2,2,8.22,0,False,True,False,132000,"85194 Stephanie Bypass Suite 549, Bizerte, Tunisia"
10.776838587171683,35.77824677337609,Monastir,Apartment,45,184,1,1,6.35,1,False,True,False,377000,"51917 Clay Prairie Suite 673, Monastir, Tunisia"
9.9201992003859,37.27852665786761,Bizerte,Apartment,14,251,5,1,7.91,3,False,False,False,635000,"24969 Cristina Trail, Bizerte, Tunisia"
8.814988305695294,35.180417046017624,Kasserine,House,17,335,6,3,9.69,0,False,False,True,883000,"26319 Martinez Lakes, Kasserine, Tunisia"
9.362583352923874,36.116551294740745,Siliana,Studio,10,87,2,2,2.81,3,True,True,False,138000,"932 Turner Mountains, Siliana, Tunisia"
9.333638104561585,36.056476961278875,Siliana,Villa,21,488,3,3,9.51,0,False,True,True,2032000,"096 Brooks Ramp, Siliana, Tunisia"
10.478921520234866,33.32965943979628,Medenine,Penthouse,0,87,4,2,2.38,2,False,False,False,541000,"52501 Johnny Landing Suite 996, Medenine, Tunisia"
9.152070124927628,36.69152457382793,Béja,Apartment,7,108,3,2,5.35,6,True,False,True,294000,"98040 Bailey Highway, Béja, Tunisia"
10.499652235151254,33.36955372909762,Medenine,Apartment,16,411,4,1,2.09,8,False,True,True,1460000,"505 Sarah Club Apt. 153, Medenine, Tunisia"
9.340358064266757,36.13283514074029,Siliana,House,29,349,2,2,9.75,0,False,False,False,665000,"75660 Jose Ranch, Siliana, Tunisia"
8.779150694725784,36.455061882534835,Jendouba,Apartment,16,105,1,2,1.51,5,False,True,True,252000,"2516 Mann Junctions, Jendouba, Tunisia"
10.140286649914483,36.80827116433847,Tunis,Apartment,32,106,4,2,4.03,1,False,False,False,420000,"492 Brooks Stream Apt. 952, Tunis, Tunisia"
8.178654997435533,33.93673854583544,Tozeur,Apartment,5,38,6,1,0.61,8,False,False,False,139000,"43474 Marissa Bypass, Tozeur, Tunisia"
10.718311484638468,34.77208251137465,Sfax,Duplex,3,419,2,2,4.58,2,True,False,False,1732000,"170 Brady Forks, Sfax, Tunisia"
8.131427892857628,33.934729418587345,Tozeur,House,18,84,6,1,1.9,0,False,False,False,334000,"147 West Dale, Tozeur, Tunisia"
9.46903146253551,35.053626301923735,Sidi Bouzid,House,2,441,2,3,6.83,0,False,True,True,1121000,"1312 Lynn Fields Apt. 123, Sidi Bouzid, Tunisia"
10.47517065212,32.955316906976634,Tataouine,House,3,249,4,2,9.88,0,False,True,False,686000,"55571 Evans Lane Suite 581, Tataouine, Tunisia"
10.461518871356118,32.922151516984904,Tataouine,House,35,291,2,3,5.96,0,False,False,True,703000,"37380 Jerry Valleys Suite 466, Tataouine, Tunisia"
10.787900020703544,34.71417920939592,Sfax,House,29,116,2,2,9.72,0,False,True,False,352000,"98466 Patton Rest, Sfax, Tunisia"
10.76824148993435,34.74989183998318,Sfax,Villa,38,355,1,3,3.19,0,False,False,False,1860000,"249 Peter Ramp, Sfax, Tunisia"
10.681582104507855,35.78758736607183,Sousse,House,10,39,3,2,1.78,0,False,False,True,216000,"16297 Matthew Radial Suite 459, Sousse, Tunisia"
10.546358335485143,33.348688437111036,Medenine,Apartment,19,313,1,3,7.39,4,False,False,False,722000,"785 Leonard Stream, Medenine, Tunisia"
10.764290583950222,34.746414024959385,Sfax,Apartment,13,159,1,3,2.39,9,True,False,True,463000,"53429 Combs Greens, Sfax, Tunisia"
10.135657285905038,36.80722348086884,Tunis,Apartment,49,245,3,3,0.27,8,False,False,True,963000,"252 Dawn Squares Apt. 580, Tunis, Tunisia"
8.097465125475631,33.93638642575461,Tozeur,Apartment,44,337,2,2,7.36,7,False,True,False,551000,"8254 Day Mall, Tozeur, Tunisia"
10.779562595222618,34.70831497894474,Sfax,Studio,25,456,2,2,5.02,0,False,False,False,852000,"330 Thompson Stravenue Apt. 420, Sfax, Tunisia"
11.072260954254624,35.546467779699356,Mahdia,Duplex,13,82,5,1,1.16,1,False,False,True,563000,"54177 Trujillo Common, Mahdia, Tunisia"
10.832901626098668,35.80573854840583,Monastir,Villa,3,127,5,2,3.34,0,False,False,False,1321000,"062 King Hill, Monastir, Tunisia"
10.085767225188173,33.91829006255406,Gabès,Apartment,6,118,5,3,6.34,9,True,False,True,399000,"2163 Ibarra Cliffs, Gabès, Tunisia"
8.781866705704626,35.16664194527512,Kasserine,House,7,139,6,2,7.62,0,False,False,True,493000,"9123 Burns Park, Kasserine, Tunisia"
10.411791834184674,32.96397662883196,Tataouine,Apartment,47,322,4,3,4.0,6,False,False,False,671000,"656 Gonzales Ferry, Tataouine, Tunisia"
9.390147471415462,36.03515628749782,Siliana,Duplex,24,321,3,3,0.7,4,True,False,True,1038000,"33211 Murphy Estate Suite 827, Siliana, Tunisia"
10.544460587742199,33.35690960346109,Medenine,House,7,173,2,2,7.19,0,False,True,True,539000,"99149 Justin Mills, Medenine, Tunisia"
10.637116338366706,35.792643834769564,Sousse,Villa,48,455,5,2,9.19,0,False,False,True,2968000,"832 Lee Mountains Suite 565, Sousse, Tunisia"
10.871340334220665,35.790815137559406,Monastir,House,20,243,4,1,7.96,0,False,False,True,1018000,"3736 Wilson Lock Suite 269, Monastir, Tunisia"
8.942287055897449,33.68944213793027,Kebili,Studio,49,181,3,3,6.71,1,True,False,True,203000,"65478 Wells Valley Apt. 388, Kebili, Tunisia"
10.22558919656332,36.79022596246511,Ben Arous,House,21,461,5,3,2.38,0,False,True,False,2584000,"73441 Harrell Rapids, Ben Arous, Tunisia"
10.20530469168957,36.83995402540001,Ariana,Villa,41,403,5,3,7.27,0,False,True,True,3814000,"368 Burnett Land, Ariana, Tunisia"
10.12071606665598,36.41063869170064,Zaghouan,Apartment,39,258,1,3,4.07,0,False,True,True,489000,"34774 Sanchez Terrace Apt. 293, Zaghouan, Tunisia"
10.152593160570945,36.879460261613396,Ariana,House,7,259,2,3,5.38,0,False,False,True,1436000,"961 Gomez Mount Apt. 316, Ariana, Tunisia"
10.245148049070426,36.84879442718459,Ariana,House,7,179,4,2,9.58,0,False,True,False,821000,"817 Robert Point, Ariana, Tunisia"
8.118257152423897,33.945316332889526,Tozeur,Villa,19,32,6,1,1.29,0,False,False,True,250000,"7616 Christopher Junction Suite 378, Tozeur, Tunisia"
10.183595797727204,36.840703329437645,Tunis,House,17,485,1,1,8.28,0,False,False,False,1528000,"29202 Campbell Garden, Tunis, Tunisia"
9.473890952551098,35.022467450189694,Sidi Bouzid,Apartment,8,478,3,3,4.03,6,False,False,True,1132000,"5334 Jessica Shore Apt. 322, Sidi Bouzid, Tunisia"
8.773104276305817,34.432057536217144,Gafsa,House,48,71,6,2,6.32,0,False,False,True,194000,"07687 Jaime Ways Apt. 032, Gafsa, Tunisia"
9.831991928305126,37.254867913909806,Bizerte,House,1,376,2,3,3.53,0,False,False,False,1361000,"30328 Beverly Trail, Bizerte, Tunisia"
8.794637094443338,34.406772769119414,Gafsa,Apartment,15,339,6,1,3.24,2,True,False,False,873000,"4200 Johnson Overpass, Gafsa, Tunisia"
10.143311511158917,36.77291662891548,Manouba,House,31,157,4,1,9.37,0,False,False,True,461000,"792 Flores Union, Manouba, Tunisia"
9.390420109239816,36.096358795489785,Siliana,Apartment,4,496,2,2,2.2,1,True,False,True,974000,"5702 Philip Pike, Siliana, Tunisia"
10.43122751475676,32.89473849394224,Tataouine,Apartment,15,429,4,1,5.14,6,False,False,False,875000,"290 Lowery Park, Tataouine, Tunisia"
10.10637103767402,36.39540833838904,Zaghouan,Duplex,34,36,3,2,8.29,4,True,False,True,104000,"693 Edward Fork Apt. 340, Zaghouan, Tunisia"
8.792214822977998,34.45443377358602,Gafsa,Villa,38,418,1,1,0.22,0,False,True,False,2068000,"2604 Joshua Mountains Suite 295, Gafsa, Tunisia"
10.07358511366543,36.79654085676501,Manouba,House,20,337,5,2,1.36,0,False,False,True,1793000,"4667 Stanley Haven Apt. 548, Manouba, Tunisia"
10.490739372152847,33.37585652316469,Medenine,Penthouse,48,134,1,1,9.43,1,False,True,True,434000,"83312 William Extensions, Medenine, Tunisia"
9.195420147680828,36.721747746462476,Béja,Villa,21,229,1,3,8.9,0,False,False,False,761000,"5711 Brown Lodge, Béja, Tunisia"
8.087667290060239,33.93772277792083,Tozeur,Apartment,42,414,5,3,0.81,7,True,False,False,1130000,"8569 Roman Spurs, Tozeur, Tunisia"
9.41963153896732,36.13147499576707,Siliana,Studio,42,471,5,1,6.64,7,False,False,True,598000,"724 Gray Branch Apt. 936, Siliana, Tunisia"
9.194166356885425,36.75252231478381,Béja,Apartment,49,480,1,2,2.68,8,True,False,True,833000,"83194 Sullivan Plaza Apt. 630, Béja, Tunisia"
10.144997032935885,36.78868220367009,Manouba,House,31,380,4,2,1.37,0,False,False,False,1419000,"202 Waters Points, Manouba, Tunisia"
11.073493958249454,35.49854049896945,Mahdia,Duplex,29,497,5,3,8.88,7,True,True,False,2777000,"63794 Harris Stravenue, Mahdia, Tunisia"
8.794707076372983,36.50550165791827,Jendouba,Apartment,7,331,6,3,1.89,5,False,False,False,799000,"5234 Jared Wells Apt. 092, Jendouba, Tunisia"
10.482678532985695,32.95519799099853,Tataouine,Apartment,22,117,4,1,4.19,4,True,False,False,217000,"8583 Thornton Knoll Apt. 615, Tataouine, Tunisia"
9.911613844151141,37.282117278328755,Bizerte,House,7,391,2,1,7.44,0,False,False,True,1171000,"776 Harrington Field Suite 738, Bizerte, Tunisia"
10.20110849493023,36.832903563462885,Ariana,Villa,38,248,3,2,3.62,0,False,False,True,1795000,"92235 Allen Isle, Ariana, Tunisia"
8.735103161426247,34.458668046934704,Gafsa,Villa,19,104,3,3,3.13,0,False,False,False,514000,"9187 Campbell Corners, Gafsa, Tunisia"
10.473220909769122,33.367939977614725,Medenine,Apartment,37,498,6,3,0.13,5,False,False,False,1669000,"6315 Ryan Springs Suite 839, Medenine, Tunisia"
10.119340476561229,36.81041097124988,Manouba,Apartment,3,405,6,2,6.03,2,True,True,True,1665000,"691 Luis Port, Manouba, Tunisia"
8.997089697711147,33.687523831869605,Kebili,Villa,30,385,3,1,1.56,0,False,False,True,1449000,"7239 Perkins Prairie Apt. 589, Kebili, Tunisia"
10.803611333134358,34.790434751139294,Sfax,House,16,227,4,3,1.27,0,False,False,False,1166000,"45418 Terri Shores, Sfax, Tunisia"
10.106154996492144,35.64839363675749,Kairouan,Penthouse,2,490,3,1,5.9,5,True,False,False,1884000,"4743 Miguel Fields Apt. 159, Kairouan, Tunisia"
10.265573025048461,36.7462656812739,Ben Arous,Studio,36,497,1,1,4.64,4,False,True,True,959000,"6305 Lisa Stravenue Apt. 598, Ben Arous, Tunisia"
10.132202920381362,36.83452130634301,Tunis,Apartment,45,345,4,1,7.54,7,True,False,True,1023000,"38363 Elizabeth Station, Tunis, Tunisia"
9.914525458052104,37.2490978799072,Bizerte,Apartment,15,429,6,3,4.55,5,False,True,False,1485000,"472 Joe Valley Apt. 282, Bizerte, Tunisia"
9.378642068227522,36.04832453711176,Siliana,House,6,99,2,3,9.64,0,False,False,False,176000,"70744 Schwartz Green, Siliana, Tunisia"
11.110329709049726,35.527682096498076,Mahdia,Apartment,2,116,2,1,5.7,2,True,False,False,293000,"18868 Ford Square, Mahdia, Tunisia"
9.477598993387048,35.060300803966314,Sidi Bouzid,Apartment,21,318,1,1,2.35,9,True,True,False,538000,"4281 Massey Light Suite 710, Sidi Bouzid, Tunisia"
10.136163054697047,36.437491872808856,Zaghouan,Apartment,21,141,1,2,1.07,2,True,False,True,318000,"90139 Stephanie Forges, Zaghouan, Tunisia"
8.7442989716368,36.230406181797356,Kef,House,31,420,5,2,3.37,0,False,False,True,1200000,"53426 Williams Camp Apt. 909, Kef, Tunisia"
8.75954933446556,34.39156198112859,Gafsa,Duplex,39,87,4,2,5.62,1,True,True,True,290000,"63436 Morgan Run, Gafsa, Tunisia"
10.24397801047243,36.71384736999567,Ben Arous,Studio,49,456,3,1,9.65,7,False,False,True,739000,"343 Joseph Ranch Apt. 670, Ben Arous, Tunisia"
10.465167465767243,32.913834910188555,Tataouine,Apartment,45,133,2,2,4.53,5,False,True,False,244000,"566 Weber Overpass Apt. 767, Tataouine, Tunisia"
9.339471152804876,36.132752147271525,Siliana,Apartment,7,130,4,3,3.2,5,False,True,False,341000,"983 Megan Burgs Apt. 591, Siliana, Tunisia"
10.09813589831599,35.72694159894121,Kairouan,Apartment,29,298,2,2,9.8,6,False,True,True,547000,"9114 Betty Way Suite 272, Kairouan, Tunisia"
10.18350271262191,36.83347529476836,Ariana,Penthouse,27,294,4,2,5.45,2,False,False,True,2091000,"12782 Martin Gateway Apt. 140, Ariana, Tunisia"
10.482825510487148,32.90803219811783,Tataouine,Duplex,29,306,4,2,1.1,4,True,True,True,1326000,"2389 Luis Square Suite 974, Tataouine, Tunisia"
8.118737494660966,33.93179285674784,Tozeur,Studio,10,379,3,3,0.41,1,False,False,True,794000,"51660 Christian Oval Apt. 375, Tozeur, Tunisia"
10.535204112524294,33.31261795570235,Medenine,Apartment,2,33,2,1,2.23,4,True,False,True,116000,"79258 Klein Hollow, Medenine, Tunisia"
